,Name,Screen,Res,Price,GPU,CPU,RAM,Memory,OS,Wifi,Seller,PC_url,Img_url
1061,Asus ROG Zephyrus G14 (2023) GA402XU-N2030W,"Écran 14.0"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2374.99,Nvidia GeForce RTX 4050 (Mobile)(6 Go)Version : 2405 MHz / 125 W,AMD Ryzen 9 7940HS(8 coeurs 5.20 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-zephyrus-g14-2023-ga402xu-n2030w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34140/asus-rog-zephyrus-g14-blanc-1.jpg
1062,Asus ZenBook S 13 OLED UX5304VA,"Écran 13.3"" OLED 60 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1899.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1355U(10 coeurs 5.00 GHz),32 Go LPDDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-s-13-oled-ux5304va.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34139/asus-zenbook-s-13-oled-ux5304-gris-1.jpg
1063,Asus ZenBook Pro 15 OLED UM3504DA,"Écran 15.6"" OLED 120 Hz","Résolution QHD 2880 x 1620 pixels
(16/9)",1424.99,AMD Radeon 680M,AMD Ryzen 7 7735U(8 coeurs 4.75 GHz),16 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-pro-15-oled-um3504da.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34133/asus-zenbook-pro-15-oled-um3504-bleu-1.jpg
1064,Asus ZenBook Pro 14 OLED UX6404VV-M9003W,"Écran 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",2374.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-pro-14-oled-ux6404vv-m9003w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34132/asus-zenbook-pro-14-oled-ux6404-1.jpg
1065,Asus ZenBook Pro 14 OLED UX6404VI-P1090X,"Écran tactile 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",2999.0,Nvidia GeForce RTX 4070 (Mobile)(8 Go),Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go DDR5 - 4800 MHz,2 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-pro-14-oled-ux6404vi-p1090x.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34131/asus-zenbook-pro-14-oled-ux6404-1.jpg
1066,Asus ROG Zephyrus G16 GU603VI-N40W,"Écran 16.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2944.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2030 MHz / 125 W,Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-zephyrus-g16-gu603vi-n40w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34130/asus-rog-zephyrus-g16-grey-1.jpg
1067,Asus ROG STRIX G18 G814JI-N6131W,"Écran 18.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3324.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2225 MHz / 140 W,Intel Core i9-13980HX(24 coeurs 5.60 GHz),32 Go DDR5 - 4800 MHz,2 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-strix-g18-g814ji-n6131w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34129/asus-rog-strix-g18-1.jpg
1068,Asus ROG STRIX SCAR 18 G834JZ-N6050W,"Écran 18.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3989.99,Nvidia GeForce RTX 4080 (Mobile)(12 Go)Version : 2330 MHz / 175 W,Intel Core i9-13980HX(24 coeurs 5.60 GHz),32 Go DDR5 - 4800 MHz,2 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-rog-strix-scar-18-g834jz-n6050w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34127/asus-rog-strix-scar-18-g834-1.jpg
1069,HP 17-cp2021nf,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",479.0,AMD Radeon 610M,AMD Ryzen 3 7320U(4 coeurs 4.10 GHz),8 Go LPDDR5 - 5600 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.2,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/hp-17-cp2021nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34117/hp-laptop-17-2021-black-w11-1.jpg
1070,Acer Nitro 16 AN16-41-R8UR,"Écran 16.0"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",1299.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 1980 MHz / 140 W,AMD Ryzen 7 7735HS(8 coeurs 4.75 GHz),16 Go DDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-16-an16-41-r8ur.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/34116/acer-nitro-16-an16-41-rgb-1.jpg
1071,HP 15s-fq2010sf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",649.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-15s-fq2010sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34113/hp-15s-argent-w11-1.jpg
1072,HP 15-fc0001sf,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",449.0,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),8 Go LPDDR5 - 5600 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-15-fc0001sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34104/hp-15-fc-argent-2023-1.jpg
1073,HP Victus Gaming 16-r0024nf,"Écran 16.1"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1099.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i5-13500H(12 coeurs 4.70 GHz),16 Go DDR5 - 5200 MHz,512 Go (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6 • Bluetooth 5.3,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/hp-victus-gaming-16-r0024nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34102/hp-victus-gaming-16-r-noir-1.jpg
1074,Medion Akoya E14303 (MD62515),"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",349.99,AMD Radeon RX Vega 6,AMD Ryzen 5 4500U(6 coeurs 4.00 GHz),4 Go DDR4 - 2666 MHz,128 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.2,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/medion-akoya-e14303-md62515.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/medion/2023/34100/medion-akoya-e14303-1.jpg
1075,Asus ZenBook Pro 14 OLED UX6404VV-M9026X,"Écran 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",2599.94,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,LDLC,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-pro-14-oled-ux6404vv-m9026x.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34099/asus-zenbook-pro-14-oled-ux6404-1.jpg
1076,Asus ZenBook Pro 14 OLED UX6404VV-M3005W,"Écran tactile 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",2429.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-pro-14-oled-ux6404vv-m3005w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34098/asus-zenbook-pro-14-oled-ux6404-1.jpg
1077,MSI Stealth 15 A13VF-036FR,"Écran 15.6"" LCD - IPS (anti-reflets) 120 Hz","Résolution 4K UHD 3840 x 2160 pixels
(16/9)",1769.0,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2250 MHz / 90 W,Intel Core i7-13620H(10 coeurs 4.90 GHz),16 Go DDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/msi-stealth-15-a13vf-036fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/34096/msi-steath-15-a13-1.jpg
1078,Gigabyte AORUS 17X AZF-B5FR665SP,"Écran 17.3"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",3899.95,Nvidia GeForce RTX 4090 (Mobile)(16 Go)Version : 2040 MHz / 175 W,Intel Core i9-13900HX(24 coeurs 5.40 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0) + 1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.2,LDLC,https://www.comparez-malin.fr/informatique/pc-portable/gigabyte-aorus-17x-azf-b5fr665sp.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/gigabyte/2023/34095/gigabyte-aorus-17x-13th-1.jpg
1079,MSI Vector GP68 HX 13VG-009FR,"Écran 16.0"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",2699.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2175 MHz / 140 W,Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/msi-vector-gp68-hx-13vg-009fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/msi/2023/34093/msi-vector-gp68-hx-1.jpg
1080,Gigabyte AORUS 15X ASF-B3FR754SH,"Écran 15.6"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2399.9,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2175 MHz / 140 W,Intel Core i9-13900HX(24 coeurs 5.40 GHz),16 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,GrosBill,https://www.comparez-malin.fr/informatique/pc-portable/gigabyte-aorus-15x-asf-b3fr754sh.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/gigabyte/2023/34092/gigabyte-aorus-15x-2023-1.jpg
1081,HP 255 G8 - 7J087AA,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",694.65,AMD Radeon RX Vega 7,AMD Ryzen 5 5500U(6 coeurs 4.00 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 5 • Bluetooth 4.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-255-g8-7j087aa.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34089/hp-255-g8-noir-1.jpg
1082,HP Pavilion 15-eh3001sf,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.0,AMD Radeon Vega 8,AMD Ryzen 7 7730U(8 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-15-eh3001sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34082/hp-pavilion-15-eh-argent-w11-2022-1.jpg
1083,Asus ZenBook 14 Flip OLED UP3404VA,"Écran tactile 14.0"" OLED 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1968.51,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1360P(12 coeurs 5.00 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14-oled-up3404va.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34081/asus-zenbook-14-flip-oled-ux3404-1.jpg
1084,Asus TUF Gaming A17 TUF707RW-HX016W,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1199.99,Nvidia GeForce RTX 3070 Ti Max-P(8 Go)Version : 1250 MHz / 140 W,AMD Ryzen 7 6800H(8 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Carrefour,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-a17-tuf707rw-hx016w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34078/asus-tuf-gaming-a17-noir-2022-1.jpg
1085,HP Victus Gaming 15-fa0005sf,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",749.0,Nvidia GeForce GTX 1650(4 Go),Intel Core i5-12450H(8 coeurs 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-victus-gaming-15-fa0005sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34077/hp-victus-gaming-15-2022-1.jpg
1086,Acer Nitro 5 AN517-54-53A2,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",899.95,Nvidia GeForce RTX 3050 Max-Q(4 Go)Version : 1500 MHz / 75 W,Intel Core i5-11400H(6 coeurs 4.50 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an517-54-53a2.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/34076/acer-nitro-5-an517-54-rouge-1.jpg
1087,HP 17-cn0011sf,"Écran 17.3"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",699.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1135G7(4 coeurs 4.20 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-17-cn0011sf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34073/hp-laptop-17-2021-argent-1.jpg
1088,Asus TUF Gaming A15 TUF507RW-HN059W,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.99,Nvidia GeForce RTX 3070 Ti Max-P(8 Go),AMD Ryzen 7 6800HS(8 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-a15-tuf507rw-hn059w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34066/asus-tuf-gaming-a15-2022-red-1.jpg
1089,HP EliteBook 840 G9 (7X9C7AA),"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1282.75,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/hp-elitebook-840-g9-7x9c7aa.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34065/hp-elitebook-840-g9-1.jpg
1090,Asus ZenBook Pro 16X OLED UX7602VI-MY016W,"Écran tactile 16.0"" OLED 120 Hz + stylet","Résolution QHD+ 3200 x 2000 pixels
(16/10)",3989.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go),Intel Core i9-13900H(14 coeurs 5.40 GHz),32 Go LPDDR5 - 7467 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-pro-16x-oled-ux7602vi-my016w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34064/asus-zenbook-pro-16x-oled-2022-1.jpg
1091,HP Spectre x360 16-f2022nf,"Écran tactile 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution QHD+ 3072 x 1920 pixels
(16/10)",1481.22,Intel Arc A370M(4 Go),Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-spectre-x360-16-f2022nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34060/hp-spectre-x360-16-2022-bleu-1.jpg
1092,HP Omen 17-cm2024nf,"Écran 17.3"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",1874.25,Nvidia GeForce RTX 4070 (Mobile)(8 Go),Intel Core i7-13700HX(16 coeurs 5.00 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-omen-17-cm2024nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34059/hp-omen-17-w11-rgb-1.jpg
1093,HP Victus Gaming 15-fa1009nf,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.2,Nvidia GeForce RTX 2050(4 Go),Intel Core i5-13420H(8 coeurs 4.60 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,HP France,https://www.comparez-malin.fr/informatique/pc-portable/hp-victus-gaming-15-fa1009nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34058/hp-victus-gaming-15-2022-1.jpg
1094,Acer Predator Helios 16 PH16-71-95R6,"Écran 16.0"" LCD - IPS (mini-LED) (anti-reflets) 250 Hz","Résolution QHD 2560 x 1600 pixels
(16/10)",3499.99,Nvidia GeForce RTX 4080 (Mobile)(12 Go),Intel Core i9-13900HX(24 coeurs 5.40 GHz),32 Go DDR5 - 5600 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.2,Darty,https://www.comparez-malin.fr/informatique/pc-portable/acer-predator-helios-16-ph16-71-95r6.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/34056/acer-predator-helios-16-ph16-71-1.jpg
1095,Lenovo V15 G4 AMN (82YU00TVFR),"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",419.0,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),8 Go LPDDR5 - 4800 MHz,256 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.1,Topbiz,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-v15-g4-amn-82yu00tvfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/34054/lenovo-v15-g4-noir-1.jpg
1096,Asus Vivobook Pro 14 OLED N3401QC-KM210W,"Écran 14.0"" OLED 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1399.99,Nvidia GeForce RTX 3050(4 Go),AMD Ryzen 9 5900HX(8 coeurs 4.50 GHz),16 Go LPDDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.0,Amazon,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-pro-14-oled-n3401qc-km210w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34051/asus-vivobook-pro-14-2021-oled-blue-1.jpg
1097,HP Envy x360 15-fe0018nf,"Écran tactile 15.6"" LCD - IPS 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.0,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1355U(10 coeurs 5.00 GHz),16 Go LPDDR5 - 5200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/hp-envy-x360-15-fe0018nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34050/hp-envy-x360-15-gris-2023-1.jpg
1098,HP Envy x360 15-fe0012nf,"Écran tactile 15.6"" LCD - IPS 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1199.0,Nvidia GeForce RTX 3050 Max-Q(4 Go),Intel Core i5-1335U(10 coeurs 4.60 GHz),16 Go LPDDR5 - 5600 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/hp-envy-x360-15-fe0012nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/34049/hp-envy-x360-15-gris-2023-1.jpg
1099,LG Gram Style 16 - 16Z90RS-G.AD77F,"Écran 16.0"" LCD - IPS (anti-reflets) 120 Hz","Résolution QHD+ 3200 x 2000 pixels
(16/10)",1699.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1360P(12 coeurs 5.00 GHz),32 Go LPDDR5 - 6000 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/lg-gram-style-16-16z90rs-g-ad77f.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lg/2023/34048/lg-gram-style-16-oled-blanc-1.jpg
1100,LG Gram Style 14 - 14Z90RS-G.AA77F,"Écran 14.0"" OLED (anti-reflets) 90 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1399.0,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1360P(12 coeurs 5.00 GHz),16 Go LPDDR5 - 6000 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.1,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/lg-gram-14-14z90rs-g-aa77f.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lg/2023/34047/lg-gram-14-oled-blanc-1.jpg
1101,Lenovo IdeaPad 3 17ITL6 (82H900XTFR),"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",549.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1155G7(4 coeurs 4.50 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-3-17itl6-82h900xtfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/34046/lenovo-ideapad-3-17-gris-arctique-1.jpg
1102,Asus Vivobook 16 S1605PA-MB118W,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",599.99,Intel Iris Xe Graphics (96 EU),Intel Core i7-11370H(4 coeurs 4.80 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.1,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-16-s1605pa-mb118w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/34045/asus-vivobook-16-grey-1.jpg
