,Name,Screen,Res,Price,GPU,CPU,RAM,Memory,OS,Wifi,Seller,PC_url,Img_url
42,Asus Chromebook CX1700CKA-AU0076,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",499.99,Intel UHD Graphics (32 EU),Intel Pentium Silver N6000(4 coeurs 3.30 GHz),8 Go LPDDR4X - 2400 MHz,64 Go (eMMC),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.2,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-cx1700cka-au0076.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35861/asus-chromebook-cx1700-1.jpg
43,Asus TUF Gaming F15 (2023) TUF507ZV4-HQ057W,"Écran 15.6"" LCD - IPS (anti-reflets) 165 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",1699.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2420 MHz / 140 W,Intel Core i7-12700H(14 coeurs 4.70 GHz),32 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f15-2023-tuf507zv4-hq057w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35859/asus-tuf-gaming-f15-2023-1.jpg
44,Asus Chromebook CX1700CKA-AU0151,"Écran 17.3"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.99,Intel UHD Graphics (16 EU),Intel Celeron N4500(2 coeurs 2.80 GHz),4 Go LPDDR4X - 2400 MHz,64 Go (eMMC),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.2,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-cx1700cka-au0151.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35857/asus-chromebook-cx1700-1.jpg
45,Asus ZenBook 14X OLED UX3404VA-M9047W,"Écran 14.5"" OLED 120 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1899.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-13700H(14 coeurs 5.00 GHz),16 Go LPDDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-14x-oled-ux3404va-m9047w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35856/asus-zenbook-14x-oled-ux3404-beige-1.jpg
46,Asus Chromebook CX1500CKA-EJ0286,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.99,Intel UHD Graphics (16 EU),Intel Celeron N4500(2 coeurs 2.80 GHz),8 Go LPDDR4X - 2400 MHz,64 Go (eMMC),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.2,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-cx1500cka-ej0286.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35855/asus-chromebook-cx1500-silver-1.jpg
47,Asus ZenBook S 13 OLED UX5304VA-NQ291W,"Écran 13.3"" OLED 60 Hz","Résolution QHD 2880 x 1800 pixels
(16/10)",1799.99,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1355U(10 coeurs 5.00 GHz),32 Go LPDDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-s-13-oled-ux5304va-nq291w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35854/asus-zenbook-s-13-oled-ux5304-bleu-1.jpg
48,Asus Vivobook 16 S1605YA-MB048W,"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",699.99,AMD Radeon Vega 7,AMD Ryzen 5 7530U(6 coeurs 4.50 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 4.1,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-16-s1605ya-mb048w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35853/asus-vivobook-16-grey-1.jpg
49,Asus TUF Gaming F17 (2023) TUF707XI-LL020W,"Écran 17.3"" LCD - IPS (anti-reflets) 240 Hz","Résolution QHD 2560 x 1440 pixels
(16/9)",2499.99,Nvidia GeForce RTX 4070 (Mobile)(8 Go)Version : 2225 MHz / 140 W,AMD Ryzen 9 7940HS(8 coeurs 5.20 GHz),32 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f17-2023-tuf707xi-ll020w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35852/asus-tuf-gaming-a17-2023-1.jpg
50,Lenovo ThinkPad P16s Gen 1 (21BT0098FR),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1999.01,Intel Iris Xe Graphics (96 EU),Intel Core i7-1260P(12 coeurs x 4.70 GHz),32 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.1,Lenovo,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-p16s-gen-1-21bt0098fr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35849/lenovo-thinkpad-p16s-gen1-black-1.jpg
51,Acer Chromebook Plus 515 CB515-2HT-010,"Écran tactile 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.0,Intel Iris Xe Graphics (96 EU) - Raptor Lake,Intel Core i7-1355U(10 coeurs 5.00 GHz),16 Go LPDDR5X - 5200 MHz,512 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.1,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-chromebook-plus-515-cb515-2ht-010.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35848/acer-chromebook-plus-515-steel-gray-1.jpg
52,Acer Aspire 5 A517-53-58NH,"Écran 17.3"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",899.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.1,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-5-a517-53-58nh.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35847/acer-aspire-5-pro-a517-53-gris-1.jpg
53,Acer Chromebook Plus 515 CB515-2HT-00Y,"Écran tactile 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",699.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1235U(10 coeurs x 4.40 GHz),8 Go LPDDR5X - 5200 MHz,256 Go (SSD M.2 PCI-e 3.0),Chrome OS (Google),Wi-Fi 6E • Bluetooth 5.1,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-chromebook-plus-515-cb515-2ht-00y.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35846/acer-chromebook-plus-515-steel-gray-1.jpg
54,Acer Nitro 5 AN517-55-71Q9,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.0,Nvidia GeForce RTX 4050 (Mobile)(6 Go)Version : 2455 MHz / 140 W,Intel Core i7-12700H(14 coeurs 4.70 GHz),16 Go DDR5 - 4800 MHz,1 To (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Acer,https://www.comparez-malin.fr/informatique/pc-portable/acer-nitro-5-an517-55-71q9.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35845/acer-nitro-5-an517-55-rgb-1.jpg
55,Lenovo IdeaPad 3 17IAU7 (82RL00ADFR),"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",549.95,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-3-17iau7-82rl00adfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35841/lenovo-ideapad-3-gen-7-arctic-grey-1.jpg
56,Lenovo IdeaPad 1 15ALC7 (82R400JLFR),"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",549.95,AMD Radeon RX Vega 7,AMD Ryzen 5 5500U(6 coeurs 4.00 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-1-15alc7-82r400jlfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35840/lenovo-ideapad-1-15-2022-abys-blue-1.jpg
57,HP Omen 16-wd0043nf,"Écran 16.1"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go),Intel Core i7-13620H(10 coeurs 4.90 GHz),32 Go DDR5 - 5200 MHz,1 To (SSD M.2 PCI-e 4.0),Sans système,Wi-Fi 6E • Bluetooth 5.3,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/hp-omen-16-wd0043nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35837/hp-omen-16wd-2023-wb-1.jpg
58,Acer Aspire 3 A315-58-39Q6,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.99,Intel UHD Graphics (48 EU) - Tiger Lake,Intel Core i3-1115G4(2 coeurs 4.10 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.0,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-58-39q6.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35836/acer-aspire-3-a315-35-argent-1.jpg
59,Acer Aspire 3 A317-53-521A,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",499.0,Intel UHD Graphics (48 EU) - Tiger Lake,Intel Core i3-1115G4(2 coeurs 4.10 GHz),8 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.0,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a317-53-521a.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35835/acer-aspire-a317-33-1.jpg
60,Acer Aspire 3 A315-24P-R1TA,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.0,AMD Radeon 610M,AMD Ryzen 3 7320U(4 coeurs 4.10 GHz),8 Go LPDDR5 - 4800 MHz,256 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-24p-r1ta.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35834/acer-aspire-3-a315-24p-argent-1.jpg
61,Asus TUF Gaming F15 TUF506HE-HN379,"Écran 15.6"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",849.99,Nvidia GeForce RTX 3050 Ti Max-Q(4 Go),Intel Core i7-11800H(8 coeurs 4.60 GHz),32 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Sans système,Wi-Fi 6 • Bluetooth 5.2,RueDuCommerce,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f15-tuf506he-hn379.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35833/asus-tuf-gaming-a15-noir-1.jpg
62,HP Envy x360 15-fh0004nf,"Écran tactile 15.6"" OLED 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",799.0,AMD Radeon Vega 7,AMD Ryzen 5 7530U(6 coeurs 4.50 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6E • Bluetooth 5.3,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/hp-envy-x360-15-fh0004nf.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/hp/2023/35832/hp-envy-x360-15-2022-noir-1.jpg
63,Asus TUF Gaming F17 (2023) TUF707NV-HW023W,"Écran 17.3"" LCD - IPS (anti-reflets) 144 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1299.99,Nvidia GeForce RTX 4060 (Mobile)(8 Go)Version : 2370 MHz / 140 W,AMD Ryzen 7 7735HS(8 coeurs 4.75 GHz),16 Go DDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-tuf-gaming-f17-2023-tuf707nv-hw023w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35831/asus-tuf-gaming-a17-2023-1.jpg
64,Asus VivoBook 17 S1702ZA-BX264W,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",679.99,Intel Iris Xe Graphics (80 EU),Intel Core i5-1240P(12 coeurs 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.1,Cdiscount,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-17-s1702za-bx264w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35830/asus-vivobook-17-x1702-silver-1.jpg
65,Asus VivoBook 17 S1704ZA-BX222W,"Écran 17.3"" LCD - TN (anti-reflets) 60 Hz","Résolution HD+ 1600 x 900 pixels
(16/9)",599.95,Intel UHD Graphics (64 EU) - Alder Lake,Intel Core i3-1215U(6 coeurs x 4.40 GHz),8 Go DDR4 - 3200 MHz,1 To (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 5 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-17-s1704za-bx222w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35829/asus-vivobook-17-f1704-argent-1.jpg
66,Acer TravelMate P2 TMP215-54-78TR,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",1079.95,Intel Iris Xe Graphics (96 EU),Intel Core i7-1255U(10 coeurs x 4.70 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.2,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/acer-travelmate-p2-tmp215-54-78tr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35828/acer-travelmate-p2-tmp215-54-1.jpg
67,Asus Chromebook CX1400CKA-EK0370,"Écran 14.0"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",399.99,Intel UHD Graphics (16 EU),Intel Celeron N4500(2 coeurs 2.80 GHz),8 Go LPDDR4X - 2933 MHz,128 Go (eMMC),Chrome OS (Google),Wi-Fi 6 • Bluetooth 5.2,Asus,https://www.comparez-malin.fr/informatique/pc-portable/asus-chromebook-cx1400cka-ek0370.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35827/asus-chromebook-cx1400-silver-1.jpg
68,Acer Swift X SFX14-41G-R0GV,"Écran 14.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",999.0,Nvidia GeForce RTX 3050 Ti Max-Q(4 Go)Version : 1035 MHz / 45 W,AMD Ryzen 7 5800U(8 coeurs 4.40 GHz),16 Go LPDDR4X - 4266 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/acer-swift-x-sfx14-41g-r0gv.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35822/acer-swift-x-sfx14-argent-or-1.jpg
69,Acer Aspire 3 A315-24P-R9H7,"Écran 15.6"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",599.0,AMD Radeon 610M,AMD Ryzen 5 7520U(4 coeurs 4.30 GHz),16 Go LPDDR5 - 4800 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.2,Boulanger,https://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-3-a315-24p-r9h7.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/acer/2023/35821/acer-aspire-3-a315-24p-argent-1.jpg
70,Lenovo ThinkBook 15 G4 ABA (21DLA05BFR),"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",859.94,AMD Radeon RX Vega 7,AMD Ryzen 5 5625U(6 coeurs 4.30 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6 • Bluetooth 5.1,Materiel.net,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkbook-15-g4-aba-21dla05bfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35820/lenovo-thinkbook-15-g4-1.jpg
71,Lenovo ThinkPad T16 Gen 2 (21HH007BFR),"Écran 16.0"" LCD - IPS (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1200 pixels
(16/10)",1549.94,Intel Iris Xe Graphics (80 EU) - Raptor Lake,Intel Core i5-1335U(10 coeurs 4.60 GHz),8 Go DDR4 - 3200 MHz,256 Go (SSD M.2 PCI-e 4.0),Windows 11 Pro,Wi-Fi 6E • Bluetooth 5.3,LDLC,https://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-t16-gen-2-21hh007bfr.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/lenovo/2023/35819/lenovo-thinkpad-t16-gen-2-black-1.jpg
72,Asus VivoBook 15 F1502ZA-EJ037W,"Écran 15.6"" LCD - TN (anti-reflets) 60 Hz","Résolution Full HD 1920 x 1080 pixels
(16/9)",599.0,Intel Iris Xe Graphics (80 EU),Intel Core i5-1240P(12 coeurs 4.40 GHz),16 Go DDR4 - 3200 MHz,512 Go (SSD M.2 PCI-e 3.0),Windows 11 Famille,Wi-Fi 6 • Bluetooth 5.3,E.Leclerc,https://www.comparez-malin.fr/informatique/pc-portable/asus-vivobook-15-f1502za-ej037w.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/asus/2023/35818/asus-vivobook-15-m1502-silver-1.jpg
73,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (16-40c) / 128 Go / 8 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",8529.0,Apple M3 Max (40 cœurs),Apple Silicon M3 Max (16 / 40c),128 Go LPDDR5 - 6400 MHz,8 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-16-40c-128-go-8-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35817/apple-macbook-pro-16-2014-noir.jpg
74,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (16-40c) / 48 Go / 512 Go","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",4619.0,Apple M3 Max (40 cœurs),Apple Silicon M3 Max (16 / 40c),48 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Fnac,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-16-40c-48-go-512-go.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35816/apple-macbook-pro-16-2014-noir.jpg
75,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (16-40c) / 64 Go / 1 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",5079.0,Apple M3 Max (40 cœurs),Apple Silicon M3 Max (16 / 40c),64 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-16-40c-64-go-1-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35815/apple-macbook-pro-16-2014-noir.jpg
76,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (16-40c) / 128 Go / 1 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",5999.0,Apple M3 Max (40 cœurs),Apple Silicon M3 Max (16 / 40c),128 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-16-40c-128-go-1-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35813/apple-macbook-pro-16-2014-noir.jpg
77,"Apple MacBook Pro 16"" 2024 Noir - M3 Pro (12-18c) / 18 Go / 2 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",3689.0,Apple M3 Pro (18 cœurs),Apple Silicon M3 Pro (12 / 18c),18 Go LPDDR5 - 6400 MHz,2 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-pro-12-18c-18-go-2-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35812/apple-macbook-pro-16-2014-noir.jpg
78,"Apple MacBook Pro 16"" 2024 Noir - M3 Pro (12-18c) / 18 Go / 1 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",3229.0,Apple M3 Pro (18 cœurs),Apple Silicon M3 Pro (12 / 18c),18 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-pro-12-18c-18-go-1-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35810/apple-macbook-pro-16-2014-noir.jpg
79,"Apple MacBook Pro 16"" 2024 Noir - M3 Pro (12-18c) / 36 Go / 1 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",3689.0,Apple M3 Pro (18 cœurs),Apple Silicon M3 Pro (12 / 18c),36 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-pro-12-18c-36-go-1-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35809/apple-macbook-pro-16-2014-noir.jpg
80,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (14-30c) / 96 Go / 512 Go","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",4939.0,Apple M3 Max (30 cœurs),Apple Silicon M3 Max (14 / 30c),96 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-14-30c-96-go-512-go.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35808/apple-macbook-pro-16-2014-noir.jpg
81,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (14-30c) / 96 Go / 1 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",5169.0,Apple M3 Max (30 cœurs),Apple Silicon M3 Max (14 / 30c),96 Go LPDDR5 - 6400 MHz,1 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-14-30c-96-go-1-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35807/apple-macbook-pro-16-2014-noir.jpg
82,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (14-30c) / 36 Go / 2 To","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",4709.0,Apple M3 Max (30 cœurs),Apple Silicon M3 Max (14 / 30c),36 Go LPDDR5 - 6400 MHz,2 To (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-14-30c-36-go-2-to.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35806/apple-macbook-pro-16-2014-noir.jpg
83,"Apple MacBook Pro 16"" 2024 Noir - M3 Max (14-30c) / 36 Go / 512 Go","Écran 16.2"" LCD - IPS (mini-LED) 120 Hz","Résolution QHD+ 3456 x 2234 pixels
(1.55:1)",4019.0,Apple M3 Max (30 cœurs),Apple Silicon M3 Max (14 / 30c),36 Go LPDDR5 - 6400 MHz,512 Go (SSD M.2 PCI-e 4.0),macOS 13.0,Wi-Fi 6E • Airplay • Bluetooth 5.3,Darty,https://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-16-2024-noir-m3-max-14-30c-36-go-512-go.html,https://cdn.comparez-malin.fr/cache/thumbnail/img/apple/2023/35805/apple-macbook-pro-16-2014-noir.jpg
